UserID,Item1,Item2,bitClassification
4844,2227,1804,0
284,647,3594,0
22,313,21,0
3082,1607,2868,0
3031,1312,57,1
3838,3680,2936,0
4567,962,1451,0
2180,710,3235,1
4217,2850,1642,0
1952,920,291,1
3395,2407,3479,0
2487,2765,1614,1
2939,2223,124,0
1975,2760,2807,0
3245,529,2273,0
3187,2396,473,0
3194,1193,955,0
171,197,218,0
2686,1641,1234,1
5788,2345,3575,0
3969,2339,2616,0
4893,299,1034,0
5733,985,2110,1
1666,1023,901,0
51,1238,1426,0
2641,352,249,1
4454,969,1172,0
5079,1146,3534,0
1624,1095,3527,0
3470,3462,2431,0
4111,1595,3327,0
372,1900,1892,0
2247,896,3049,1
3717,950,1816,0
2617,1872,1562,0
3425,2521,2473,0
2142,3319,964,1
282,2920,1760,1
292,633,3361,0
6020,2994,2111,0
2745,3214,137,0
4157,2491,1846,0
168,736,379,1
3763,3209,940,1
969,1604,3260,0
5086,1514,2722,0
900,408,2303,0
956,2422,931,0
94,2402,2633,0
5144,1185,3408,0
523,473,3283,1
1515,1340,920,1
3526,402,1673,0
133,2883,2625,0
141,3154,2326,1
3840,755,685,0
5308,905,3062,0
3312,352,3676,1
5258,1652,206,0
3993,2380,166,0
3310,3233,3599,0
577,1576,1911,1
1399,2286,532,1
3633,13,3575,1
5182,1984,1974,0
3246,2447,2261,1
21,1663,2964,0
312,638,2148,1
1871,3302,2836,0
3252,3620,2095,1
4060,2629,880,0
3081,433,475,1
1628,3681,1342,1
3743,1719,697,1
5550,171,2087,0
5107,2740,854,0
5848,918,2068,0
1063,814,1219,0
2633,405,3695,1
3374,2141,1075,1
5119,3480,924,0
41,2003,738,0
5801,662,782,1
4566,2332,2192,1
2961,1427,2459,1
1601,2495,2102,1
5148,1715,1485,0
4375,3324,312,1
3658,814,1095,1
2931,3003,2979,1
1036,3698,3321,0
4097,1185,1553,1
2263,1122,2532,0
3222,2358,3522,1
3433,238,109,1
5986,2387,3582,1
1848,3349,3384,0
989,1171,1631,0
2672,948,1542,0
5159,6,2988,0
653,2590,574,1
65,2792,1224,1
2915,1320,18,0
2189,635,2413,0
852,3062,3339,1
1197,3666,2579,0
5554,1071,834,0
4261,3665,2462,0
241,1941,2371,1
3591,962,2807,0
1087,2999,2081,0
3414,3374,3577,1
5185,1350,2043,1
2552,1704,1698,0
4073,1855,2960,0
5736,3086,2651,1
1196,359,122,0
334,452,1612,0
3722,3485,2803,0
2671,1715,1478,1
3422,129,97,0
5732,21,1763,0
3785,855,630,1
4266,2804,1098,0
2412,3265,2133,0
3464,3059,2058,1
3841,3224,3324,1
5331,500,388,0
307,3429,184,0
4956,3379,527,1
5596,833,19,0
4790,1040,2299,0
3952,3436,244,0
1122,1484,2060,0
941,2114,3023,1
4958,1588,2169,1
1517,3334,479,1
3817,634,1538,1
5199,3469,1360,0
2491,3057,1900,0
1359,2412,1253,1
3668,2002,1351,1
2917,2724,542,1
950,2598,1338,1
4475,3200,2888,0
1906,1888,3527,0
5994,3353,980,1
1772,3126,2211,1
4022,2394,1445,0
4884,2498,454,0
5651,512,1576,0
2844,517,2392,0
5927,1512,3224,1
3165,2405,406,1
807,2179,814,1
5491,3567,590,1
1121,237,28,1
4616,2659,2772,0
4195,1652,2131,0
1778,956,924,1
4106,2952,38,0
4722,885,1438,1
1868,2491,2675,1
3514,300,595,0
2329,855,3199,0
321,2132,668,1
5111,876,795,0
116,1448,937,1
1099,3211,2993,0
2786,2518,2870,1
1140,104,1338,0
4762,1448,3451,1
535,3321,3037,1
1315,2060,2128,0
2629,1157,2462,1
2483,1125,1133,1
3090,1877,1437,1
2488,218,266,0
4953,1879,3158,1
320,352,2727,1
3328,8,1706,0
5136,3079,2621,1
5533,2239,3237,0
3482,161,468,0
2794,3320,1050,1
5611,2338,2110,1
1421,1789,2842,1
4032,3333,1776,0
1236,8,818,1
4829,562,1376,1
2191,980,3035,0
1730,3304,433,1
2457,1253,768,1
494,131,2141,1
5050,3368,320,1
1834,2660,2432,0
1808,1900,2017,0
3675,1366,3614,1
3925,3064,833,1
1139,2374,2029,0
135,199,2340,0
2154,538,18,1
3100,2771,2626,1
1806,647,3,0
3230,616,1910,0
2830,3314,3679,0
819,127,2751,0
4411,1446,3523,0
4295,513,629,0
584,1556,2009,0
4280,406,748,0
2611,1957,3186,1
4309,3069,3532,1
914,2805,1382,0
1847,428,2696,0
2754,538,710,1
74,2668,2086,1
2599,479,2851,0
5928,405,1206,1
5919,3118,2136,1
5501,1913,3507,0
3253,1888,3163,1
2506,152,2816,0
963,773,2580,1
2111,3141,2612,1
332,2814,137,0
4565,3477,3183,0
1897,316,734,1
726,673,896,0
158,3266,468,0
6011,262,779,1
6,301,170,1
4184,1556,1851,0
2184,2143,860,0
1345,3697,3666,1
2905,2176,2029,1
2172,2183,2974,0
717,195,776,1
2143,2705,3224,0
5390,2800,2909,1
123,2488,982,0
4820,1652,3569,0
2262,1631,481,0
3750,948,1464,0
5984,734,3401,0
5872,1524,2299,1
563,2475,1425,0
2848,2436,3042,0
4360,3492,736,1
5771,2120,85,1
3404,1598,2765,1
5858,3023,1357,1
2583,1724,3019,0
75,574,213,0
1085,2886,645,0
4973,3500,2510,0
3643,656,627,1
3248,2491,2212,1
1199,499,255,1
5309,3115,634,0
3335,3103,564,0
1844,2742,2259,0
2684,1383,1546,1
2561,3019,3070,0
5305,1934,1915,1
2393,3494,1580,1
4233,1902,2010,1
5517,1942,1183,0
4270,1084,1809,0
5949,2946,3418,1
1519,3592,56,1
3269,1627,2971,1
5028,1472,1487,0
3842,757,2734,1
1516,10,1019,0
121,814,2031,1
897,3201,3154,1
1682,1603,1674,0
3961,2215,2195,0
1590,1432,509,1
1155,2407,2203,1
1547,1260,1612,0
3850,82,3112,1
620,1888,1691,0
6025,1130,2115,0
4867,641,3671,0
3061,2275,3394,1
2127,512,1974,0
1602,1586,2408,0
3250,1268,1276,0
2793,743,2990,1
4220,332,838,0
2835,645,982,0
5279,2077,2348,1
1651,2159,3139,1
4691,60,3185,1
3992,3538,266,1
1766,2066,2675,0
1592,382,2445,0
998,287,1983,1
4952,641,1560,1
2443,3454,3698,0
5841,859,2536,1
1750,2583,1715,0
3569,2808,1784,1
3001,2557,3197,0
2361,989,509,0
5223,1907,1615,1
1131,2106,520,0
2875,2959,2076,0
4985,1621,1178,0
1000,671,1739,1
4945,1925,3064,1
2868,3523,2478,0
4602,359,1141,1
5259,1441,2861,1
5383,3373,348,0
1017,1912,689,0
5275,601,1621,1
5897,601,2878,0
4704,659,2855,0
3700,1438,1333,1
126,2390,566,0
1223,3018,1650,0
1696,308,3587,0
889,1323,2738,0
4089,3553,447,1
5825,1460,540,0
675,1080,2791,1
3646,60,2881,0
5496,1967,4,1
1629,3461,1908,1
4812,449,1571,0
2029,592,249,1
2269,2102,277,1
5398,1397,2189,0
1145,930,1589,1
3810,3156,1716,0
5120,241,1114,1
4642,1870,1618,1
841,2298,2652,1
456,1484,2658,1
3823,2908,3685,1
724,1701,1071,1
3196,1446,736,1
855,3392,920,0
29,1180,1039,1
4857,2424,1976,1
2327,1037,1749,0
5898,2211,2602,0
2707,1734,196,0
2815,3559,2261,0
4680,1857,726,1
4743,1611,2100,1
3322,2524,2130,0
5860,830,1286,0
1484,3148,1624,1
42,948,3488,0
5663,1631,2925,1
1784,517,3347,0
5761,1900,2439,0
1474,1138,1492,1
3523,392,307,0
1373,3666,196,1
327,1618,1486,1
1804,2736,1127,1
2399,2808,1880,1
2064,2718,1155,1
2972,1803,948,1
4479,210,2639,1
2119,1074,2744,0
4120,562,2287,1
3357,1385,2401,1
3382,639,3083,0
3025,3689,2811,0
3032,2875,786,1
434,2587,53,0
898,1470,2465,1
1480,594,1524,1
2123,3281,2524,1
2644,2013,1490,0
5103,2879,2259,0
4601,710,210,0
4801,1981,4,1
2993,302,3684,1
1048,61,143,0
2259,2248,2016,0
4962,1117,3125,1
5060,3604,238,0
2461,1443,2935,1
1410,3351,2194,0
5068,2751,948,1
3234,3288,2670,1
4116,1537,3015,1
2217,1602,2461,0
4594,3000,990,1
572,2719,1163,0
4167,2214,405,1
1957,1441,1524,0
817,1908,1621,1
2587,3086,1005,0
654,3025,266,1
5915,3492,538,0
5977,694,199,1
5174,2727,1996,1
4838,1413,50,0
3846,343,988,1
5744,149,2776,0
3657,538,1945,0
4093,2624,1095,1
4810,814,1077,0
5087,281,3520,0
5495,684,2827,1
167,320,187,0
538,1080,641,1
5010,237,3235,1
1753,109,1596,1
1787,1397,1173,1
4445,1368,1691,0
1163,647,2190,0
4127,54,988,0
1907,175,3466,0
2422,775,673,1
337,298,138,0
5100,733,686,1
1307,1502,2807,0
4426,1614,2793,0
68,920,3455,0
5112,1085,988,1
4541,533,1465,0
1441,2447,1576,0
2372,1062,2205,0
3369,2186,2408,0
1455,1825,3528,0
3015,256,776,0
3296,806,39,1
5053,3528,3606,0
5988,2697,338,0
4630,2840,278,0
4520,2248,1764,0
2043,8,561,0
3039,1939,502,0
1559,2796,620,0
4319,3542,3505,0
3204,2092,3401,0
593,2350,1692,1
342,2155,2243,1
4713,1173,3260,0
4832,1095,3342,0
4069,1172,1581,1
5856,346,1669,1
5436,2494,3172,1
3379,405,3676,0
5662,2659,1712,1
2821,137,955,0
183,2718,484,0
719,691,3467,1
2291,2175,2101,1
4063,805,410,0
1976,3532,3505,0
1587,3369,2109,0
5200,2807,3423,1
127,884,639,0
4118,2086,2574,1
3089,1984,81,0
1075,287,2307,0
2162,1529,539,1
3638,2624,1677,1
4377,1038,2827,0
95,629,1784,1
4756,213,140,0
4484,925,2360,0
3045,1898,103,0
80,1760,2549,0
1200,3601,52,1
5507,737,14,1
1878,305,1774,0
3144,1038,3350,0
5797,2462,3543,0
3347,3237,3390,0
5209,838,1919,1
2890,2010,2464,0
1767,3694,3579,0
1958,247,49,0
2976,1934,1671,1
2833,1690,1710,0
4552,2602,2928,0
4770,1221,3586,0
1357,1013,3191,1
5515,405,3488,0
5718,3209,180,1
1170,2971,3624,0
4055,3203,3594,0
3241,1069,3158,1
549,405,589,1
2864,2285,2442,0
4666,1042,90,0
3879,1702,3640,1
1664,2120,726,1
4715,2459,192,1
555,3520,3035,1
1295,3423,3672,0
5333,1338,102,0
2668,1448,2983,0
26,1603,3231,0
5543,2401,946,1
5095,299,2126,0
232,3295,218,1
928,1397,554,0
844,247,3496,0
4320,475,3450,0
2265,2246,2539,0
2566,2014,3004,0
5767,3403,296,0
1146,2741,562,0
5609,2830,514,1
2084,3476,1301,0
3812,2817,647,1
708,631,1274,1
5446,1420,3035,1
575,1486,745,0
3469,1486,518,1
2167,2905,982,1
4367,2049,960,1
4027,1221,1411,0
3474,3588,1815,1
4250,3427,634,0
1693,3307,1394,1
5014,3633,3062,1
3869,1013,2705,1
881,1569,844,1
853,3238,2778,1
1911,2636,512,1
4436,671,3238,1
1716,1887,935,1
590,1694,1394,1
544,1581,3171,1
3359,1486,1014,0
3914,1622,2942,0
5002,584,1874,0
1313,829,2401,1
5195,2410,1431,0
5245,3398,199,0
406,479,2096,1
1291,2814,2821,1
5551,517,2202,1
3424,3170,2112,1
5353,1875,1055,1
5980,402,826,1
4104,2640,1965,1
2925,848,3543,0
4672,2667,1172,0
4299,2626,116,0
2560,3666,1262,0
3243,1938,32,1
365,2320,2984,1
4870,228,1552,1
5338,3567,1579,1
5741,1396,2915,0
169,1873,2627,1
1611,2661,1124,1
1558,513,1134,1
2550,324,3112,1
2332,1830,3003,1
1406,2597,2900,1
1304,241,3002,0
2772,3163,2168,0
1702,2036,1659,1
585,1040,205,1
1908,2335,906,0
1836,832,310,1
4578,1264,1445,0
1690,3392,1892,0
2146,1759,473,0
4000,1543,2453,1
1147,3532,3629,1
4623,2314,3432,1
2751,3243,1308,1
4387,657,749,1
4058,532,22,0
4410,402,1641,0
2766,361,1887,0
2380,174,3603,0
2465,2914,2517,0
5201,2881,3528,0
